ModelName,testAccuracy,testF1,testPrecision,testRecall
custom1TensorFlow,0.2527646129541864,0.2523122416983729,0.252479783080897,0.25216858676403736
custom2TensorFlow,0.26066350710900477,0.2539968210695733,0.2565970132321127,0.2586917521484179
